u,v
3921,20138
44990,48427
2194,25656
20618,44614
3767,6435
8404,32660
17940,62302
15468,25448
11099,57262
13577,52868
11755,52556
643,33715
35059,66820
13140,65252
15618,53450
6203,13211
6738,54369
747,59790
25844,64707
7139,47817
9319,46745
4446,43144
7295,27737
22298,44631
47703,65086
9656,25982
40053,44599
47948,53601
39321,50323
4621,18165
19893,62636
3465,19660
28222,54241
23594,47344
7859,13314
13772,32773
23477,48973
33847,50073
41398,65259
24725,24786
39053,56644
14324,21044
14128,56233
4898,38945
1590,44831
1099,45385
6041,20071
60216,62313
33213,53502
50213,51739
2525,29941
702,63979
15223,44305
29068,54785
26952,37344
23455,47924
48773,55835
57209,65303
39184,56629
5554,48634
50568,66017
8660,26042
21008,23682
19660,33200
17217,61475
48138,49074
10064,33617
273,45181
7766,9615
3097,40444
8188,30160
18699,30744
60403,65168
12258,14742
12949,62597
10406,47406
11953,55636
4621,22275
25343,33919
31202,43013
9605,25982
19665,44705
30291,38656
33097,65618
15851,47646
1829,42162
11077,51708
33543,39277
2168,20253
30766,64951
14456,19107
11403,45319
12464,32728
18063,55160
35606,43345
3465,42207
48733,59682
20994,32461
53506,56264
6322,8887
50360,60633
7871,49449
40333,57266
19436,63113
15212,32832
16477,53638
10220,44427
32935,40148
893,8127
19699,63223
55707,66505
40559,55210
195,51609
10298,36949
14381,61950
36438,43004
12143,61977
48973,63279
52913,63504
7408,48583
40816,51464
18109,18498
2337,66541
10882,13527
25919,62743
6366,57920
12699,28348
22923,66843
30744,59789
23121,66593
21326,66382
13843,33969
22869,41901
41075,53132
28406,40187
10535,32506
32635,45319
42698,52149
4872,57165
17876,44359
29437,46001
29515,46237
15358,62976
25056,52700
6831,63381
55387,61742
4692,28140
7522,22552
37482,67617
22613,61580
7815,61238
17289,67701
47911,52628
41167,68385
33512,66664
464,67757
15910,63572
31612,58887
38500,40435
16921,40221
25442,41302
414,54218
59205,60751
18339,52024
51327,61247
11008,48570
15295,51962
8082,21934
702,21301
19904,60861
8193,54310
15034,53874
36193,58529
25091,33617
6041,16853
25516,60150
16164,48724
59809,63700
47899,65922
43050,68113
24394,37616
56442,62546
10108,10278
11403,52116
14342,61336
40517,59077
32461,37726
34142,38826
6975,60926
1653,52956
27154,38438
35835,48823
45844,59512
13247,31037
7768,61197
6142,51327
45417,55259
39916,44842
30160,30744
21418,31301
13496,65322
24311,60246
6864,19073
17983,61323
36860,59471
51293,62435
32408,45319
23023,30783
5709,24197
5343,7335
16689,62493
21339,56970
5830,56382
8803,42446
33919,67626
3873,51659
18778,52470
41522,65185
66024,66207
15078,48262
10549,53444
11720,31851
7704,8979
6254,18433
7295,31668
56185,57052
17030,45339
28847,40894
49842,50989
39331,55625
21380,38096
97,11185
1653,23282
58006,66823
1743,3916
24959,53481
56089,64658
60634,61635
31860,64577
2557,14823
12444,68045
16164,31376
116,11599
11069,60516
31240,35835
8134,63355
12411,29256
26032,42186
4885,6836
4387,35236
44262,59169
13024,31398
40231,47871
40041,50738
14546,46740
23752,28697
26394,40101
36383,41338
59122,67253
8025,52116
19997,68054
25729,41940
23448,66995
10849,47703
38334,38420
6518,46486
52714,55636
27606,39611
2965,47897
37286,53387
49690,55119
17667,45942
28320,38847
6464,17506
29859,47364
29509,53132
5866,59841
2010,16451
47827,55120
11180,60797
34397,37390
3188,3480
54164,65692
26919,41432
23420,27122
43558,64702
27926,37000
44934,57628
13551,36117
22726,32719
16623,37422
18119,51332
27352,44350
37008,63572
24394,28240
15388,54042
13052,65302
1765,58365
17030,49929
26958,47132
19470,49074
19142,61323
20108,30417
27896,40359
55739,63462
55857,56639
20793,25603
7815,64833
7780,33894
741,64658
643,66186
18165,58736
39320,44621
33293,37152
14726,67464
1441,22264
15268,21988
13408,57323
19436,36540
40419,46950
56948,64813
21518,31583
10532,38614
19669,31145
9936,64064
9210,33090
22107,58086
11720,53735
29750,58423
25789,25800
8134,52116
16796,60948
1657,46541
29373,33512
10408,56185
6240,8980
6582,46804
9186,41458
44955,45844
2619,52517
25318,28406
15993,60519
11969,33938
20732,26860
44934,49541
44394,67101
25856,49948
52184,63113
554,60926
4194,38682
27926,57738
7566,14480
14489,34242
21331,53907
33755,49939
14642,40655
23797,39696
47317,56798
2168,38956
26446,27218
9323,34236
4763,15612
2516,34417
48868,62500
15213,16349
58529,65422
8360,64383
3873,43738
32697,65486
38253,49743
60337,67804
49435,50417
7590,20417
233,37780
41459,67935
9675,55631
2701,5975
28974,29044
44467,67157
43393,65562
25902,60751
22264,54691
8077,33293
931,54988
20075,46865
47542,53450
54094,65013
554,32081
30887,48413
43700,49295
21380,30481
45771,59682
36718,53054
5964,45844
46265,67912
9156,29342
12402,63156
44022,58650
12067,57885
26043,47294
34675,63901
6975,32800
39378,41167
64352,65553
12334,36505
24711,38500
16733,49658
6977,36103
25285,62261
5451,24198
16026,66652
8301,28320
28051,30372
24198,64577
4621,54326
24626,35480
5339,11078
56628,66534
3737,5187
22502,37390
16448,32275
11662,37395
7859,41687
29214,66466
6517,11078
29125,42725
13333,32863
15503,52992
3306,39659
27499,42399
11471,32992
15946,18601
28268,42001
9010,17575
18168,38826
31421,56177
34205,64430
15506,64020
59391,66207
13558,26461
13659,61796
8207,18204
43974,50572
18452,45736
35488,54987
57942,59391
12459,14906
31503,61292
59130,63401
23543,35280
36279,45226
7108,32635
23245,63697
47712,60403
7417,9500
49764,56602
47200,48973
26850,57878
46160,46237
10045,42869
41095,56126
2869,66612
23457,63009
7660,48192
6583,45848
2038,40698
59077,66882
16610,20532
8765,63815
36255,65168
7714,16266
30744,68204
46402,50878
43257,62872
13017,49449
40559,60268
29778,64394
20253,68367
13941,65384
16411,58348
43242,64827
3925,36103
5970,31197
27741,51138
361,51840
1099,37233
66546,66638
28421,67169
24856,26467
15681,16218
43517,45446
50323,58365
16026,49177
29335,62494
17634,48251
7590,36209
23825,37963
1792,16560
4387,53495
38837,42913
360,50159
8875,27091
2619,55610
47907,49948
14831,55166
38466,57365
13388,62541
15874,58840
38142,67577
14176,30744
7566,16816
21669,45385
13425,38089
22157,40105
57433,68631
25669,28179
5799,52149
1931,13872
52419,52463
10375,15212
18844,47458
24856,45181
24144,24863
22057,22483
11009,42859
35132,41135
18120,38025
25092,42819
17575,54042
1003,5156
34364,34669
13937,61742
34606,45195
9888,67493
9082,15792
56781,65341
19169,40803
34519,36138
9939,27893
10245,19469
9895,33284
23106,36860
16711,21996
6719,26563
43226,54076
34850,39917
18844,57584
8123,46786
6046,13884
29437,33721
19123,63120
40625,50149
32288,44350
31376,50684
4478,33384
23843,27025
3682,9317
60926,64787
5338,36192
17915,24492
32506,42889
14945,31503
15518,68176
30787,59910
8365,51207
15843,32260
13111,44583
35736,65284
30881,37884
36578,41270
8875,34159
18601,61275
48343,55787
57878,60374
10011,33617
22502,28971
48868,55787
10256,63979
3142,24238
17066,17796
38767,47703
18386,36323
35244,42582
3682,23139
14945,67872
10631,26913
43257,43258
62920,64725
13347,17384
6977,22502
28971,66171
22189,62824
15005,21411
9994,29509
12109,28050
17066,35154
1481,21286
30800,56430
42782,56776
45523,49295
23458,49432
11403,21178
20948,50192
45079,46695
21723,58019
9030,64063
22716,61757
21073,61169
53601,54012
14945,23687
7648,52728
38052,45226
32481,33617
5901,44860
18865,54948
19712,46139
21978,62015
19974,53058
27855,38016
1003,13221
15312,47410
16266,50182
1539,36481
4223,43553
11850,39095
16687,63707
20338,67802
19808,47200
11199,51427
8188,22838
4186,10524
40423,44803
44262,66603
15295,67887
1590,16016
26919,33090
59276,60720
24561,29312
7914,66412
53450,55443
22482,63907
10278,52986
16521,38924
53633,63156
3890,33892
10677,32722
3268,62749
2702,12277
28118,65213
39366,42687
17235,51984
37332,58395
13388,29068
19518,52772
22126,22280
44983,51070
29959,32728
12715,21669
29068,64787
66349,68278
31083,41193
10717,64891
3780,47233
34869,67264
21532,64917
17575,37780
26146,45844
166,41902
14017,54218
50481,58633
25481,62708
28095,67851
15729,66017
52333,52349
39803,43864
1268,6489
17940,44947
15612,21911
6639,37851
16685,40370
4436,6561
10337,30200
33650,39659
10256,62920
4436,25343
22252,29256
64909,67933
1202,18639
8570,38926
46571,68727
7660,30160
40192,52042
40584,50947
27891,33789
2272,52320
32780,65665
13244,31493
13052,49332
4944,26619
10840,32860
4526,12235
22990,53159
40517,54785
35481,60933
28209,28633
7499,41853
7201,16330
2729,38018
38025,44820
49418,54556
38057,58830
18844,65223
23821,60443
39182,56473
45844,48441
28462,31914
8188,53406
9675,18339
6738,22735
1724,48973
7237,47880
47817,48804
15034,18413
8036,9207
14945,22726
24295,25902
8167,9216
48570,65486
6900,40280
35750,51438
249,41588
43318,46798
19470,39085
45121,47295
1292,16266
13937,19615
12334,24697
116,6902
44851,63994
39202,47747
11078,49074
23870,33454
29772,50786
10079,48387
18956,28240
2101,60797
34264,50182
25385,40750
15295,42444
13016,56834
8038,12433
15587,49181
416,51112
55803,56855
37392,39957
2536,23659
4866,39647
22176,63966
33209,52964
14975,17370
17575,20076
40559,54652
45739,50568
2123,32178
9494,61999
15090,61839
9026,26860
34441,34931
21573,47725
3982,51720
362,51719
1174,25502
50644,68571
17946,36778
5745,56628
41518,63363
35424,46695
9975,19133
22026,43345
40275,47814
54051,55471
20995,24856
32928,64183
40079,62335
291,57374
60068,64175
30744,41092
4074,38025
17370,38480
16958,19436
53907,65316
15089,53159
5510,61147
27074,64931
39534,43822
47566,65857
25044,43583
31145,57050
29260,65631
20253,56520
5511,8188
12143,24856
15473,19268
25982,29302
17431,50445
36612,51245
17699,26720
21380,49295
42856,50213
8911,53454
20056,35700
9613,24165
31145,56089
29260,36324
16411,45844
9994,14767
5379,9920
16476,68144
21380,26847
39323,48032
45461,45983
33543,42913
16451,47814
2891,37220
16679,60411
55850,57479
21247,54948
29715,66638
41092,51438
9605,43736
30783,66349
30012,59998
50029,68251
28159,45632
1765,1931
37367,38161
32067,49600
14774,32838
3175,49879
60374,63272
5745,26860
22202,47238
26756,31023
10233,65185
52149,65922
44329,66843
13355,65193
30545,43562
5799,50747
6832,7423
15089,38256
16926,64787
12641,14116
42318,44022
20199,34148
26784,59304
42731,56798
9030,46786
51791,67802
11084,38615
13942,39169
34402,68207
43733,44100
6402,67029
32408,66827
31376,32054
64959,68125
13824,41074
23346,30915
36860,54785
40053,44297
23818,41973
13648,54369
16869,46872
9513,60043
33650,46377
13333,40381
51833,51839
13884,53616
6638,28439
32162,62285
27343,60106
32612,58281
30946,37488
57165,60411
24394,26021
54787,61032
38266,49993
15304,61879
38300,61509
26860,40345
8397,47415
12841,42162
14239,52771
17634,60926
10524,42274
31209,59840
2285,24626
32067,61742
5544,40559
48666,49879
934,22172
51566,63883
40517,60516
13138,60056
13461,39598
10598,61292
21539,23972
7233,7924
290,45107
47901,51030
20599,30744
33782,54915
10256,58856
23221,67311
24566,25516
33315,41687
24571,43425
65126,66662
36033,48437
2074,25800
11693,56191
30600,58188
15439,20692
27191,54594
3873,11850
16853,40894
4194,39262
52690,62245
458,49642
29859,61381
5823,50130
11099,39807
56821,57479
51332,58210
8911,17289
33892,52986
38055,49074
48724,51693
11953,12363
15900,65297
3737,24394
10403,20793
13586,46894
12799,50052
9360,25330
22838,55835
32833,48098
14484,44022
11059,61777
24711,32833
52992,53601
41167,56256
4394,23420
10803,23477
36522,58474
58212,67998
45142,62302
8329,37152
27587,66017
52695,67415
17940,38419
21587,23420
30392,44721
19736,33293
5544,16164
9949,42231
3890,49225
12400,21380
7668,48851
21209,26919
54652,55210
16671,58709
14176,49929
9107,14642
5421,65505
354,65553
10849,51679
28737,51189
6240,50514
25682,45920
41759,46064
15388,17596
19893,68438
7336,26510
31076,46360
2416,55707
34463,60546
38133,47594
374,37419
25137,62871
6814,12400
33792,37259
14381,19491
12433,48868
22552,24295
4960,49045
12699,20732
34787,60927
4303,68265
19109,37485
12121,29106
3737,13648
33949,44977
17289,67619
6161,19181
34198,46924
26913,40852
57273,66171
47263,63407
30392,38622
49908,60797
52276,56244
1481,3306
17393,31550
20845,43345
15780,42290
12081,42856
1227,37482
7470,22568
25264,31907
30367,68312
28837,33384
7233,12642
17031,55319
8301,13133
32581,61649
3542,16921
17235,58932
28753,51609
63113,65086
6463,53132
7133,13938
11610,40316
59077,63113
9117,15993
12639,23420
52771,68116
12433,62500
15168,47116
23977,48744
61950,68737
2371,27652
24748,48666
666,26930
35280,57738
10901,63712
16679,57165
7353,24181
30946,67149
6210,40529
11580,30160
45983,51859
47623,50835
1620,61608
21394,62597
48570,51720
1227,1268
30801,44515
8509,63396
39378,46064
22605,60184
28019,48387
22574,32992
23778,25064
10906,48973
8188,62227
26981,62597
3542,47519
42804,44755
35424,48192
39791,67802
12143,34021
6531,50747
16823,50884
16278,26398
9494,50830
24117,42935
27652,33200
41793,48824
40435,49958
36722,55079
49993,58376
32815,54079
61758,65422
14823,60645
9207,21587
3737,42595
29859,63322
27092,67508
29515,66689
32465,39659
22622,62936
21170,33799
26437,68204
20211,61796
42325,56504
58019,68367
39085,63970
29761,54118
8672,52762
10815,40183
18219,44022
20289,51138
7859,56985
22944,24443
14304,30886
18533,26042
47263,57444
44068,67289
13872,52237
17289,47200
17164,49369
17911,36383
10535,19105
11953,60368
49150,62094
39145,42632
8194,28707
42001,59986
6769,10790
6741,59130
33512,66995
4344,11535
12117,42029
20894,48441
44934,56948
36679,42914
61475,66996
14642,26306
20799,43171
9821,44297
924,9620
8579,54241
6515,16218
46798,57829
8851,64063
12258,49817
11977,28594
28971,44805
6504,61000
31503,63707
361,11078
8398,13742
25820,53974
8414,45663
15503,65922
31944,57255
5919,53909
54556,63786
36456,53495
354,60861
26381,66017
9117,25569
4763,20494
54843,57125
52344,59871
36687,49295
97,7491
16026,42923
11850,51659
12497,40434
6254,15618
14345,50362
17876,44674
31503,62494
5033,11953
9154,62245
34034,57091
27192,34033
53715,59084
6397,53444
40719,67996
10597,54369
8031,20160
46472,57829
33200,42581
5303,13198
34417,64971
43136,58987
50620,67493
7108,66410
28880,35336
19893,20409
39941,49607
6172,31673
5858,52637
20125,31145
30205,38614
18109,53514
21418,52901
28950,36267
24408,32558
3624,68161
361,6254
34222,41084
23220,41388
1931,11749
16278,37963
40370,61292
11685,36255
25750,59870
48437,48666
45848,65089
12457,62044
9922,67149
14344,60141
26446,38253
48973,55387
33755,41167
54624,65617
554,57738
3306,50568
40517,46876
56120,61580
2411,67311
16009,28083
6463,10882
10509,38163
25628,60929
19665,21073
16211,49190
33090,37799
8070,10500
12400,24866
13243,30744
32800,35424
2343,64386
42230,63907
24603,24780
10772,57262
51548,54012
35835,58006
3492,6890
48262,62335
26398,53450
40435,51294
25856,45385
18585,31029
20845,43090
18020,25481
47455,51690
60797,65727
894,16810
31986,54314
33454,46001
4983,56583
22961,64697
5346,50243
50073,67453
29950,42260
32881,57829
23571,58650
25428,65126
18136,45467
54536,54818
36800,48733
22467,57097
6210,45758
41943,59651
39811,63543
6366,66440
47293,47392
51859,68571
1110,65134
37837,48677
19106,51427
20130,38787
43974,61262
37953,43867
20921,30467
16587,32109
6608,65516
45632,53942
35132,65692
32368,37482
32408,54710
50792,63969
25453,35220
8121,19518
30451,63274
10548,24086
18866,40852
27774,59790
40852,65619
18165,24005
40698,40806
47410,63786
7296,30461
16619,36148
8339,43491
26793,40674
34477,66289
37800,56437
25714,59316
27337,65316
1441,27218
8012,24144
8851,46786
32780,66251
13256,43273
38614,45904
46501,60546
44884,48835
36456,66165
21934,65022
31462,43769
30783,67851
6481,22386
15946,61392
12715,17370
7367,47485
38127,47085
3029,31729
63535,66144
38,60086
8527,36456
35424,59077
33894,37867
39340,67851
15587,38300
215,56475
17956,62636
21575,37417
21727,64175
3088,48724
278,23220
3637,3682
20030,22862
33715,60519
38682,52204
35867,47747
3826,37008
28292,49908
5823,41270
15439,43905
7136,31670
6796,18778
7573,51851
22502,53444
643,12357
8733,64100
46541,46903
33090,46364
31098,31307
19845,22342
21587,61879
32992,35336
52913,57547
10653,37360
23755,58529
35096,60425
6608,64183
12243,19268
19615,24117
46517,62878
11599,11660
7648,31863
16687,67872
6975,54465
40272,66466
13648,34305
31807,47569
823,53695
14934,20394
6578,35300
12335,15957
6476,21624
47943,51985
5976,44618
33047,50487
36884,56867
18433,49074
27926,35280
26530,56504
38614,42535
39039,52714
43080,53387
2508,62227
29715,59224
38895,57125
10863,65586
27154,43491
23543,61069
20532,60926
10756,48031
42497,50306
13256,13740
41853,60762
56628,58685
30643,61275
27652,44753
20163,35736
9969,24714
22652,27888
10772,10908
40015,63697
15106,52516
19615,25197
66778,68207
23566,24697
23282,44762
18259,60295
37244,43566
64815,65237
13052,27312
39728,50878
40,46478
24834,35280
16810,31985
42632,53458
6254,24711
51783,55387
36777,41908
42431,42460
4436,42304
11720,21762
49154,56071
1613,22342
19512,42999
26530,45079
11599,14103
57082,58119
97,59111
51099,63142
68409,68537
17956,37571
42072,46350
554,57682
38055,51840
31376,43948
35300,65624
1,5426
36926,52662
54536,67377
36472,51984
655,22591
9941,39552
20619,34310
34397,36103
6384,57255
32856,60633
3922,37393
5649,8188
6701,33030
21209,45712
10233,66167
31296,66410
34958,61180
16266,68367
14642,24969
54785,58887
28179,48773
3826,49794
46311,47861
6455,9462
20793,37538
46865,55610
52762,65199
2964,10790
12081,65697
32833,49958
17940,25750
30160,66135
14988,56150
31969,47642
30424,56089
55639,60678
7250,49817
54314,57371
48192,54424
30160,66939
27129,63010
18015,57542
19299,45385
27764,64953
40559,63907
13451,58969
40187,65114
54987,61857
9920,21482
49678,66250
23318,34173
43144,54665
34735,59471
4959,28737
6613,64020
11458,38122
59600,66848
11286,27799
14864,50360
21963,47391
16934,49086
2079,44990
54785,61659
9703,15518
19096,22769
18015,42276
3890,17075
165,60148
18634,67935
28737,65626
7295,60301
46866,48252
51438,53045
43717,57197
17793,37780
7592,67983
1724,17289
6254,23825
32661,38826
49074,51294
5421,12067
16026,39196
15253,24959
